Naam	1985-1989	1990-1994	1995-1999	2000-2004	1983-2006
Shelly (V)	38	106	99	32	299
Shemara (V)	15	20	5	4	45
Shenna (V)	9	34	39	58	157
Sheranie (V)	14	11	7	5	41
Shereen (V)	28	27	11	8	101
Sherena (V)	4	16	11	9	44
Sherida (V)	72	50	24	9	175
Sherien (V)	12	9	20	7	54
Sherilyn (V)	2	61	16	8	89
Sherin (V)	8	5	12	4	36
Sherina (V)	17	19	20	11	73
Sherona (V)	3	13	9	4	29
Sheryl (V)	18	27	19	7	82
Shi (V)	4	6	10	3	31
Shiela (V)	12	10	1	2	27
Shifra (V)	3	3	10	12	33
Shilan (V)	11	7	5	3	32
Shima (V)	16	12	7	4	52
Shira (V)	24	16	18	12	84
Shireen (V)	42	34	24	7	125
Shirin (V)	31	29	15	24	116
Shirley (V)	808	906	537	271	2763
Shirly (V)	35	26	17	11	105
Shiva (V)	16	16	10	11	62
Shivani (V)	12	38	106	81	252
Shivanie (V)	2	5	23	20	50
Shiwani (V)	0	4	11	13	30
Shona (V)	3	16	15	7	43
Shreya (V)	0	0	3	28	53
Shu (V)	19	9	8	7	52
Shukri (V)	14	16	14	10	56
Si (V)	4	10	8	6	34
Sian (V)	6	7	10	2	29
Sibel (V)	158	195	110	51	588
Sidney (V)	1	6	63	133	236
Sidra (V)	10	5	8	6	35
Siebrigje (V)	13	4	7	5	34
Siegrid (V)	7	11	4	9	38
Sien (V)	12	14	33	48	151
Siena (V)	3	8	9	32	60
Sienna (V)	0	3	11	46	168
Sientje (V)	7	9	9	12	46
Sierra (V)	1	11	14	29	66
Sieta (V)	15	9	5	4	40
Sietske (V)	274	247	204	140	1031
Sieuwke (V)	12	11	8	10	49
Sifra (V)	60	81	78	80	353
Sigourney (V)	17	44	29	10	102
Sigrid (V)	177	140	184	139	743
Siham (V)	328	410	311	146	1330
Sija (V)	19	16	8	16	68
Sijgje (V)	14	18	13	9	58
Sijke (V)	28	21	13	11	90
Sijtje (V)	9	17	12	2	47
Sijtske (V)	25	16	10	7	70
Sil (V)	7	11	18	37	82
Sila (V)	5	5	7	27	68
Silja (V)	9	0	6	9	29
Silje (V)	1	1	5	18	48
Silke (V)	131	270	481	794	2052
Silva (V)	15	6	11	9	46
Silvana (V)	217	255	179	115	851
Silver (V)	0	0	7	15	32
Silvia (V)	361	245	91	64	964
Silvie (V)	65	60	43	56	273
Silvy (V)	26	23	13	18	94
Sima (V)	11	4	10	11	55
Simge (V)	2	16	30	32	92
Simona (V)	15	20	11	14	67
Simone (V)	1875	2217	1431	719	6963
Simran (V)	3	3	21	33	79
Sin (V)	13	18	10	2	52
Sina (V)	7	12	10	6	44
Sindy (V)	31	27	17	15	95
Sinem (V)	32	88	107	124	391
Sinne (V)	0	0	2	14	32
Sinéad (V)	7	15	11	5	41
Siobhan (V)	18	25	16	16	82
Sippie (V)	7	6	7	4	30
Sira (V)	5	6	19	19	65
Siri (V)	25	29	28	18	108
Siska (V)	11	5	8	15	55
Sissi (V)	10	7	8	16	45
Sissy (V)	16	22	9	14	68
Sita (V)	27	25	23	103	227
Siënna (V)	2	5	15	50	105
Sjanne (V)	14	15	15	7	55
Sjeel (V)	13	11	4	5	34
Sjieuwke (V)	8	7	5	3	29
Sjoerdje (V)	14	10	9	3	40
Sjoerdtje (V)	13	9	8	6	40
Sjors (V)	1	0	0	11	45
Sjoukje (V)	208	130	116	67	618
Sjuul (V)	4	6	22	34	86
Sky (V)	1	2	4	10	32
Skye (V)	3	9	6	40	100
Skylar (V)	0	1	4	16	33
Smahane (V)	10	12	12	16	54
Soeraya (V)	3	11	10	5	32
Soesja (V)	6	5	14	7	35
Sofia (V)	127	158	162	241	903
Sofie (V)	297	340	557	850	2671
Sofieke (V)	20	11	18	13	68
Sofía (V)	0	0	3	12	29
Sohaila (V)	4	4	6	6	27
Solana (V)	0	1	3	22	33
Solane (V)	0	0	0	30	41
Solange (V)	57	52	63	38	242
Soleil (V)	9	4	8	23	52
Solmaz (V)	9	3	3	4	28
Solveig (V)	4	8	6	8	28
Soma (V)	4	9	3	10	32
Somaya (V)	10	12	14	11	53
Somia (V)	19	9	4	6	42
Sona (V)	5	5	8	9	31
Sonali (V)	2	3	8	12	29
Sonam (V)	2	12	8	8	30
Sonay (V)	11	7	8	4	33
Songul (V)	19	12	5	0	46
Songül (V)	62	36	28	15	169
Sonia (V)	44	47	28	18	167
Sonja (V)	299	195	146	66	926
Sonya (V)	13	19	8	20	73
Sophia (V)	393	494	521	561	2395
Sophie (V)	1030	1716	2438	2869	9688
Soraja (V)	8	8	5	5	30
Soraya (V)	358	699	445	280	2005
Soscha (V)	3	16	3	4	29
Souad (V)	173	118	52	22	445
Soufiane (V)	11	25	6	6	50
Souhaila (V)	30	34	72	171	353
Souhayla (V)	9	6	6	3	30
Souhaïla (V)	2	4	15	25	47
Souhaïlla (V)	15	70	104	22	214
Soukaina (V)	19	60	107	137	356
Soukayna (V)	3	14	19	5	42
Soukaïna (V)	3	8	35	21	68
Soumaya (V)	117	192	145	121	670
Soumia (V)	89	164	126	73	493
Souraya (V)	5	13	43	70	170
Stacey (V)	145	243	212	120	802
Stacy (V)	43	87	54	37	257
Stans (V)	1	5	10	11	28
Stefani (V)	13	15	14	7	53
Stefania (V)	29	25	8	9	88
Stefanie (V)	1232	862	354	207	3112
Stefany (V)	14	29	9	7	63
Steffanie (V)	122	88	42	14	293
Steffany (V)	10	17	15	3	46
Steffi (V)	61	110	95	53	335
Steffie (V)	147	170	109	58	512
Steffy (V)	15	27	22	12	83
Stella (V)	98	150	178	211	778
Stephana (V)	22	20	9	2	56
Stephania (V)	8	11	5	3	32
Stephanie (V)	2882	2468	642	254	6884
Stephany (V)	109	117	29	24	299
Sterre (V)	59	158	816	1656	3351
Steventje (V)	8	6	14	3	34
Stevie (V)	17	35	18	13	88
Stientje (V)	11	12	7	4	40
Stijntje (V)	38	26	37	17	144
Storm (V)	1	1	6	21	47
Stèphanie (V)	80	48	12	4	162
Stéfanie (V)	28	18	3	3	57
Stéphanie (V)	403	316	81	68	944
Su (V)	11	8	19	7	48
Suad (V)	9	10	2	5	30
Sude (V)	0	0	8	112	190
Sudenaz (V)	0	0	0	33	74
Sue (V)	26	18	23	12	93
Sue-Ann (V)	14	9	6	6	39
Sueda (V)	0	1	6	12	28
Sujata (V)	12	7	8	3	32
Suleika (V)	14	18	7	4	44
Sultan (V)	65	67	49	18	243
Suman (V)	5	7	8	4	29
Sumaya (V)	4	14	37	33	101
Sumeya (V)	2	0	12	16	32
Sumeyra (V)	5	18	7	5	40
Sumeyye (V)	5	15	17	7	48
Summer (V)	2	4	45	72	175
Suna (V)	42	22	13	21	122
Sunaina (V)	9	23	9	11	59
Sundus (V)	7	6	11	6	34
Sunita (V)	35	8	6	4	67
Sunniva (V)	12	4	5	6	36
Sunny (V)	6	5	9	16	42
Sura (V)	4	3	11	3	29
Suraya (V)	35	52	42	24	172
Surya (V)	9	11	7	6	36
Susan (V)	689	627	531	334	2655
Susana (V)	22	14	6	7	60
Susanna (V)	282	195	144	132	897
Susannah (V)	13	15	23	16	78
Susanne (V)	1311	777	455	318	3606
Susette (V)	13	7	2	2	29
Suus (V)	5	6	28	245	503
Suzan (V)	508	507	308	151	1783
Suzana (V)	19	8	6	3	44
Suzanna (V)	257	203	147	115	880
Suzanne (V)	3114	2426	1479	876	9552
Suze (V)	44	99	132	327	876
Suzet (V)	4	16	8	6	39
Suzette (V)	22	41	17	14	120
Suzie (V)	12	24	18	33	109
Suzy (V)	12	15	14	21	81
Svea (V)	8	14	9	9	43
Svenja (V)	44	90	47	18	209
Svetlana (V)	20	17	9	7	70
Sybrich (V)	6	6	7	10	36
Sydney (V)	0	7	91	119	253
Syeda (V)	4	9	11	13	41
Syenna (V)	0	1	5	10	27
Syl (V)	0	3	2	19	28
Sylke (V)	24	45	55	90	255
Sylvana (V)	401	519	388	259	1766
Sylvia (V)	615	503	194	101	1836
Sylvie (V)	66	57	61	114	380
Synthia (V)	15	24	9	3	58
Syreeta (V)	14	2	2	0	42
Sytske (V)	69	42	34	28	219
Süeda (V)	2	5	13	26	55
Süheyla (V)	11	25	15	15	70
Sümeyra (V)	38	72	48	29	203
Sümeyya (V)	4	8	10	8	33
Sümeyye (V)	35	90	84	44	268
Süreyya (V)	15	33	17	6	78
Sıla (V)	0	0	3	17	29
Tabita (V)	8	5	10	7	36
Tabitha (V)	77	77	58	53	323
Tahira (V)	14	21	9	11	67
Tahmina (V)	8	7	5	6	27
Tahnee (V)	55	30	24	9	121
Talia (V)	2	14	7	12	54
Talisa (V)	26	33	21	10	93
Talisha (V)	5	10	18	26	71
Talita (V)	11	17	14	13	60
Talitha (V)	170	303	235	147	945
Tamana (V)	10	22	6	3	47
Tamar (V)	147	157	172	211	821
Tamara (V)	2042	1698	973	542	6256
Tamarah (V)	42	33	12	2	92
Tamika (V)	2	1	17	13	35
Tamimount (V)	14	6	3	0	33
Tamira (V)	8	26	26	18	86
Tammy (V)	23	16	17	11	79
Tania (V)	51	36	27	14	152
Tanika (V)	2	21	5	3	31
Tanisha (V)	12	17	132	109	304
Tanita (V)	13	39	16	2	70
Tanja (V)	518	365	176	110	1366
Tanne (V)	8	20	21	18	74
Tanneke (V)	19	21	5	4	62
Tannetje (V)	35	31	18	24	131
Tansu (V)	0	14	13	0	27
Tanya (V)	121	79	50	33	323
Tara (V)	225	456	486	652	2257
Tarah (V)	8	10	4	6	28
Tasha (V)	4	9	13	4	30
Tatiana (V)	134	56	11	8	249
Tatjana (V)	186	121	31	10	378
Tatum (V)	7	4	78	227	385
Taylor (V)	2	16	36	19	76
Tea (V)	12	10	8	6	43
Teatske (V)	20	11	6	5	54
Ted (V)	7	6	3	9	27
Teddie (V)	0	1	29	43	92
Teddy (V)	9	30	121	73	252
Teodora (V)	2	8	4	9	29
Teresa (V)	35	36	33	21	157
Terra (V)	2	2	12	92	128
Terri (V)	8	12	22	12	60
Terry (V)	48	62	13	13	146
Tes (V)	3	9	10	34	79
Teska (V)	7	5	4	6	28
Teske (V)	10	10	19	20	69
Tess (V)	163	375	758	1224	3274
Tessa (V)	1592	2753	2850	2716	11291
Tesse (V)	15	25	36	41	137
Tessel (V)	39	73	98	96	365
Tessie (V)	31	19	13	9	79
Tessy (V)	48	27	11	10	110
Tetje (V)	14	16	8	5	53
Tetske (V)	18	16	3	3	49
Teun (V)	4	2	11	29	55
Teuna (V)	27	23	21	12	93
Teuni (V)	17	20	12	15	72
Teunie (V)	28	25	14	15	98
Teunisje (V)	32	23	12	11	85
Teuntje (V)	168	146	113	130	652
Thalia (V)	24	40	33	44	162
Thalina (V)	2	12	6	4	29
Thalissa (V)	2	4	14	8	30
Thalita (V)	13	44	23	10	102
Thamar (V)	43	55	30	30	193
Thamara (V)	62	39	25	11	157
Thanh (V)	16	26	23	15	93
Thara (V)	7	36	20	13	81
Thari (V)	30	26	8	2	66
Thaïsa (V)	5	9	8	3	28
Thea (V)	49	38	20	21	168
Theadora (V)	32	27	13	8	97
Thecla (V)	6	8	7	2	27
Thekla (V)	9	5	1	5	28
Thelma (V)	7	4	12	10	40
Theodora (V)	259	192	150	87	823
Thera (V)	25	20	13	17	98
Theresa (V)	43	69	63	35	250
Therese (V)	13	5	14	13	59
Theresia (V)	170	180	97	50	566
Therèse (V)	11	7	8	4	37
Thessa (V)	59	82	99	50	328
Thi (V)	226	162	64	58	641
Thirsa (V)	28	35	56	54	201
Thirza (V)	88	163	263	377	1054
Thu (V)	11	15	9	8	51
Thuy (V)	23	26	15	16	94
Thyra (V)	6	15	24	38	96
Thyrza (V)	11	9	16	23	68
Thérèse (V)	20	23	20	9	90
Tia (V)	9	9	8	8	38
Tialda (V)	10	12	9	12	53
Tiana (V)	5	19	14	9	54
Tiara (V)	6	24	43	54	160
Tietje (V)	9	14	4	4	41
Tiffany (V)	152	279	180	114	769
Tijana (V)	5	10	6	15	41
Tika (V)	2	7	13	12	49
Tilly (V)	9	7	3	4	29
Tina (V)	87	97	76	36	339
Tine (V)	62	55	31	28	203
Tineke (V)	320	185	93	73	829
Ting (V)	9	7	18	10	48
Tinka (V)	33	47	29	23	156
Tinke (V)	3	8	10	11	37
Tiny (V)	23	23	21	14	100
Tirsa (V)	31	28	31	31	139
Tirza (V)	116	153	173	175	717
Tirzah (V)	6	10	14	10	48
Tisha (V)	0	9	20	11	51
Titia (V)	44	39	28	17	157
Tiziana (V)	14	19	12	9	57
Tjarda (V)	36	22	30	10	117
Tjitske (V)	167	125	120	72	585
Toke (V)	6	8	6	5	27
Tonia (V)	26	19	17	18	97
Tonny (V)	10	5	5	7	30
Toos (V)	11	7	8	4	32
Tooske (V)	1	0	2	31	48
Tori (V)	1	6	17	7	32
Tosca (V)	41	80	71	74	292
Touraya (V)	13	5	5	2	31
Touria (V)	35	12	4	4	77
Tracey (V)	13	21	4	4	50
Tracy (V)	12	25	29	8	89
Trienke (V)	24	8	10	7	62
Trientje (V)	44	20	14	7	101
Trijnie (V)	5	15	7	4	47
Trijntje (V)	372	265	169	154	1185
Trinity (V)	1	0	0	15	27
Trisha (V)	12	16	31	14	84
Trix (V)	4	5	18	9	36
Trudy (V)	33	27	17	10	111
Trynke (V)	7	7	4	4	30
Tryntsje (V)	11	8	5	7	41
Tuana (V)	0	0	1	34	97
Tuba (V)	104	92	44	19	306
Tubâ (V)	41	29	9	0	94
Tugba (V)	133	106	35	10	317
Tugce (V)	2	9	10	12	33
Tugçe (V)	7	12	21	10	50
Tulay (V)	8	6	4	3	30
Tuyet (V)	5	10	4	7	28
Tuĝba (V)	11	17	9	3	44
Tuğba (V)	212	170	75	30	526
Tuğçe (V)	14	38	97	37	193
Tyara (V)	2	2	7	14	33
Tyra (V)	0	5	51	64	157
Tyrza (V)	5	13	15	11	46
Tülay (V)	51	33	7	8	119
Tülin (V)	14	21	11	6	58
Türkan (V)	7	9	4	6	36
Ubah (V)	9	5	12	4	33
Ulrike (V)	13	2	10	6	39
Uma (V)	4	1	5	30	63
Una (V)	4	6	4	9	30
Ursula (V)	57	45	21	5	157
Valencia (V)	4	4	14	14	45
Valentina (V)	47	72	75	74	312
Valentine (V)	22	20	20	17	106
Valeria (V)	30	40	29	29	152
Valerie (V)	321	596	548	470	2151
Valery (V)	76	83	53	26	263
Valesca (V)	26	37	30	25	130
Valeska (V)	17	11	14	10	64
Vallery (V)	12	12	5	5	38
Valèrie (V)	4	6	7	10	29
Valérie (V)	90	158	120	144	582
Valéry (V)	19	16	8	3	48
Vandana (V)	22	21	3	2	60
Vanessa (V)	154	122	126	102	645
Vanisha (V)	4	19	8	11	44
Vanita (V)	16	13	7	4	46
Vanity (V)	91	155	101	79	470
Vanja (V)	19	8	11	11	68
Vanya (V)	14	8	7	6	40
Varisha (V)	25	31	14	5	82
Varsha (V)	62	41	10	3	139
Vasiliki (V)	16	4	6	2	29
Veda (V)	1	3	6	17	30
Veere (V)	2	2	13	36	71
Veerle (V)	220	557	829	922	2959
Venice (V)	7	10	6	11	36
Vera (V)	885	1556	1908	1781	7062
Vere (V)	8	12	27	52	119
Verena (V)	37	53	221	133	487
Verona (V)	22	14	19	46	136
Veroni (V)	8	5	5	4	27
Veronica (V)	125	94	37	35	359
Veronie (V)	13	10	7	6	40
Veroniek (V)	25	3	11	13	56
Veronika (V)	16	7	5	10	49
Veronique (V)	446	150	208	146	1139
Vesna (V)	12	8	3	3	32
Vianne (V)	10	13	16	17	69
Vibeke (V)	7	10	4	4	27
Vicky (V)	120	144	89	61	465
Victoria (V)	157	163	153	216	880
Victorine (V)	20	13	14	7	62
Vidya (V)	10	9	3	3	27
Vienna (V)	33	48	46	45	197
Viktoria (V)	4	5	8	6	29
Vildan (V)	13	31	18	15	88
Viola (V)	71	52	24	13	198
Violet (V)	25	34	24	14	111
Violeta (V)	10	11	2	5	34
Violetta (V)	7	6	7	1	29
Violette (V)	19	17	7	3	59
Viona (V)	18	5	3	4	42
Virginia (V)	81	122	66	39	343
Virginie (V)	18	10	10	4	46
Vita (V)	17	47	62	45	200
Vivian (V)	343	564	392	235	1733
Viviana (V)	28	19	13	6	75
Viviane (V)	24	40	16	10	103
Vivianne (V)	108	151	76	31	405
Vivien (V)	20	22	16	13	79
Vivienne (V)	47	63	33	24	205
Viviënne (V)	10	23	11	10	62
Viënna (V)	23	23	30	31	123
Viënne (V)	0	1	7	13	33
Vonne (V)	13	12	12	17	57
Véronique (V)	114	25	48	30	272
Wafa (V)	16	15	10	7	50
Wafaa (V)	4	5	13	2	28
Wafae (V)	50	81	63	43	254
Wahiba (V)	24	12	13	3	55
Wai (V)	41	20	22	4	108
Wan (V)	11	7	7	11	45
Wanda (V)	83	48	12	7	216
Wandana (V)	35	10	7	0	62
Wanisha (V)	11	17	8	9	47
Wanita (V)	14	20	4	2	46
Warda (V)	53	55	46	34	209
Warsha (V)	56	34	7	0	108
Wassila (V)	4	7	10	17	46
Wassima (V)	5	22	23	37	103
Wei (V)	15	15	9	6	50
Welmoed (V)	50	50	71	48	252
Wen (V)	3	17	17	15	58
Wencke (V)	24	14	4	8	65
Wenda (V)	28	7	6	1	45
Wendel (V)	13	11	9	13	54
Wendela (V)	28	19	34	11	113
Wendelien (V)	18	16	4	2	51
Wendelina (V)	27	17	3	3	76
Wendeline (V)	16	6	7	3	44
Wendie (V)	23	2	5	2	40
Wendy (V)	3352	1703	782	453	8038
Wenke (V)	4	3	6	10	28
Whitley (V)	30	78	20	7	135
Whitney (V)	174	274	108	70	638
Wiam (V)	1	4	8	31	58
Widad (V)	7	17	21	20	77
Wieke (V)	131	112	143	132	601
Wieneke (V)	29	18	24	12	93
Wiep (V)	0	16	23	22	70
Wiepke (V)	7	7	7	5	28
Wiepkje (V)	13	7	5	6	40
Wies (V)	34	62	126	157	467
Wiesje (V)	29	24	21	17	117
Wieske (V)	7	16	11	14	55
Wieteke (V)	78	46	21	20	217
Wietske (V)	241	209	192	118	904
Wijmpje (V)	12	9	5	6	38
Wijnanda (V)	27	24	16	15	95
Wijntje (V)	25	17	17	12	83
Wijtske (V)	10	8	6	2	32
Wilhelmina (V)	1326	1017	593	423	4143
Wilhelmine (V)	8	8	10	1	32
Wilke (V)	19	31	14	15	87
Willeke (V)	233	186	117	59	712
Willemieke (V)	27	24	18	18	103
Willemien (V)	71	47	34	28	232
Willemijn (V)	421	452	485	501	2200
Willemijntje (V)	91	56	61	43	313
Willemina (V)	417	325	255	172	1363
Willemine (V)	17	13	12	4	55
Willemke (V)	37	29	22	12	125
Willempje (V)	117	90	75	69	440
Willemtje (V)	9	12	9	3	39
Willianne (V)	28	33	36	24	131
Willie (V)	29	34	31	27	137
Willy (V)	65	57	59	49	277
Wilma (V)	165	113	55	37	484
Wimke (V)	10	14	11	4	42
Winanda (V)	8	14	5	3	36
Wing (V)	71	49	30	22	209
Winnie (V)	64	59	42	22	204
Winny (V)	17	10	12	4	44
Winona (V)	0	11	15	12	41
Wisal (V)	2	3	5	12	28
Wissal (V)	3	1	7	52	80
Wissam (V)	4	12	11	11	46
Wouke (V)	5	2	12	6	29
Woutera (V)	20	18	17	10	73
Wouterina (V)	16	20	16	8	68
Wyke (V)	11	6	4	3	27
Wytske (V)	45	46	39	27	187
Xamira (V)	1	4	14	13	36
Xandra (V)	42	45	34	35	172
Xanne (V)	16	19	31	54	136
Xanthe (V)	12	27	30	32	124
Xaviera (V)	33	33	24	35	147
Xena (V)	1	0	35	36	79
Xenia (V)	22	41	41	33	156
Xiao (V)	18	23	21	10	79
Ximena (V)	4	11	10	5	35
Xin (V)	7	8	10	30	65
Xiomara (V)	33	28	23	13	116
Xue (V)	5	5	11	6	29
Xynthia (V)	7	10	12	7	38
Ya (V)	10	5	5	10	31
Yacintha (V)	7	20	19	5	54
Yade (V)	0	4	10	25	60
Yael (V)	11	52	53	66	213
Yaela (V)	1	13	7	9	35
Yagmur (V)	9	18	7	11	55
Yalda (V)	18	13	4	7	55
Yamila (V)	4	7	10	23	47
Yamilla (V)	6	11	11	10	41
Yamina (V)	68	53	16	7	183
Yamna (V)	18	2	4	3	37
Yan (V)	12	14	10	9	52
Yana (V)	11	24	35	76	194
Yanaika (V)	10	9	19	11	55
Yanick (V)	4	11	7	4	27
Yaniek (V)	1	2	9	10	27
Yanna (V)	6	7	20	31	78
Yannick (V)	11	21	34	20	88
Yanniek (V)	1	5	19	29	60
Yanou (V)	1	8	14	17	51
Yaprak (V)	11	8	4	6	32
Yara (V)	113	326	353	752	1978
Yarah (V)	1	5	14	18	51
Yaren (V)	2	0	58	76	171
Yasemin (V)	265	213	171	119	894
Yasmien (V)	1	2	8	15	29
Yasmijn (V)	19	26	27	44	151
Yasmin (V)	131	258	337	376	1293
Yasmina (V)	83	243	385	470	1336
Yasmine (V)	54	204	447	561	1504
Yassine (V)	24	19	19	3	71
Yassira (V)	2	2	5	30	44
Yassmina (V)	13	11	45	48	130
Yassmine (V)	6	6	20	20	57
Yaël (V)	15	59	100	75	275
Yaëla (V)	1	11	17	15	52
Yaëlle (V)	3	1	11	14	34
Yağmur (V)	16	26	21	26	112
Yee (V)	22	16	1	2	57
Yelda (V)	8	7	14	17	62
Yelena (V)	4	3	1	9	30
Yelina (V)	0	0	0	8	34
Yeliz (V)	64	54	28	35	223
Yen (V)	10	6	5	9	36
Yenna (V)	0	2	2	15	29
Yente (V)	4	19	39	134	237
Yentel (V)	0	7	32	18	59
Yenthe (V)	1	3	7	28	71
Yentl (V)	79	163	179	279	769
Yentle (V)	3	6	7	28	50
Yesim (V)	12	14	15	0	46
Yessica (V)	37	40	23	10	120
Yeter (V)	33	14	7	4	71
Yeşim (V)	28	44	25	14	123
Yfke (V)	5	16	20	39	122
Yi (V)	19	21	21	16	100
Yildiz (V)	21	30	15	19	106
Yin (V)	16	12	9	5	52
Ying (V)	18	23	26	19	101
Yinthe (V)	0	1	3	5	28
Yke (V)	17	12	13	21	80
Ylana (V)	0	3	7	13	30
Ylja (V)	4	7	11	7	34
Ylona (V)	32	52	23	22	149
Ylonka (V)	6	16	10	7	45
Ylse (V)	11	18	25	50	116
Ylva (V)	10	32	43	31	142
Ymke (V)	47	84	119	153	480
Ymkje (V)	36	21	17	19	110
Ynske (V)	11	16	3	10	50
Ynskje (V)	8	8	8	3	32
Yolanda (V)	97	62	23	7	235
Yolande (V)	25	22	5	4	63
Yonca (V)	21	45	23	8	101
Yoni (V)	51	79	69	79	305
Yonna (V)	10	5	7	5	33
Yonne (V)	6	12	10	12	48
Yori (V)	13	7	5	3	29
Yorinde (V)	6	9	12	6	44
Yoshi (V)	5	11	7	3	27
Yoshka (V)	2	5	20	0	27
Yosra (V)	11	29	32	17	92
Youandi (V)	13	19	9	10	56
Yousra (V)	40	92	111	75	356
Youssra (V)	16	183	605	537	1472
Yoëlla (V)	1	5	6	11	27
Yoëlle (V)	0	10	46	42	104
Yrsa (V)	2	1	4	101	134
Ytje (V)	20	14	14	6	69
Ytsje (V)	9	11	8	4	38
Yu (V)	14	23	17	20	87
Yuen (V)	16	22	6	5	64
Yuka (V)	7	9	8	3	27
Yuki (V)	8	16	12	21	62
Yun (V)	8	6	8	4	34
Yuna (V)	4	4	11	32	81
Yuri (V)	15	5	4	1	27
Yusra (V)	6	12	17	31	86
Yvana (V)	4	20	27	30	88
Yvanca (V)	8	8	6	4	36
Yvanka (V)	28	51	28	27	151
Yvet (V)	39	82	63	61	266
Yvette (V)	658	656	419	162	2210
Yvon (V)	107	87	49	38	338
Yvonne (V)	1786	1110	435	204	4337
Zahia (V)	17	5	4	3	34
Zahide (V)	20	9	15	10	66
Zahira (V)	21	9	8	7	55
Zahra (V)	99	144	112	140	609
Zahraa (V)	8	9	7	9	40
Zaina (V)	9	5	8	8	47
Zainab (V)	95	74	97	105	430
Zaineb (V)	7	13	7	13	49
Zakaria (V)	11	22	10	4	48
Zakia (V)	77	53	43	21	222
Zakiya (V)	4	2	11	6	29
Zamira (V)	7	5	6	4	27
Zana (V)	8	10	10	10	44
Zara (V)	15	21	42	294	573
Zarah (V)	11	34	22	50	151
Zarife (V)	7	14	3	2	29
Zarina (V)	23	20	7	13	72
Zaynab (V)	15	10	15	11	59
Zaza (V)	8	4	2	11	28
Zefanja (V)	15	10	15	9	53
Zehra (V)	193	137	121	151	738
Zeinab (V)	14	40	49	62	193
Zeineb (V)	5	4	8	8	29
Zekiye (V)	17	23	7	6	62
Zelal (V)	2	4	4	18	31
Zelda (V)	10	12	6	8	42
Zeliha (V)	75	51	35	25	226
Zena (V)	7	7	17	17	58
Zenab (V)	7	5	6	14	34
Zenna (V)	4	3	11	47	84
Zenzi (V)	3	6	21	14	50
Zerda (V)	0	0	0	31	37
Zerina (V)	11	13	8	9	46
Zerrin (V)	7	16	3	3	36
Zeynab (V)	3	6	7	7	27
Zeyneb (V)	16	11	13	19	83
Zeynep (V)	299	295	203	221	1239
Zhané (V)	0	4	23	7	35
Ziggy (V)	8	8	12	10	42
Zilan (V)	1	1	19	18	54
Zilla (V)	9	11	8	4	42
Zillah (V)	11	10	6	7	39
Zina (V)	17	33	33	43	161
Zinab (V)	8	6	6	6	27
Zineb (V)	59	69	62	64	302
Zinzi (V)	32	34	15	14	98
Zippora (V)	14	13	7	7	58
Zita (V)	26	48	50	65	217
Zoe (V)	23	31	39	37	150
Zoey (V)	2	36	34	85	196
Zohal (V)	6	6	6	13	41
Zohra (V)	65	54	26	40	222
Zola (V)	2	7	9	16	40
Zonne (V)	1	3	5	33	62
Zora (V)	7	19	28	24	99
Zosja (V)	0	1	2	17	27
Zoubida (V)	19	7	5	0	40
Zoulikha (V)	41	15	5	2	86
Zoya (V)	0	5	9	12	32
Zoé (V)	10	14	32	28	105
Zoë (V)	145	595	1112	2288	4971
Zoëy (V)	0	3	14	32	63
Zoï (V)	2	6	14	13	37
Zuhal (V)	6	13	5	5	36
Zuzanna (V)	2	3	1	6	34
Zwaantje (V)	40	35	33	19	158
Zübeyde (V)	29	17	21	7	88
Zühal (V)	23	27	5	8	71
Zülal (V)	1	7	7	11	29
Züleyha (V)	33	29	20	18	116
Zümra (V)	2	2	3	10	40
Çagla (V)	7	10	9	8	35
Çağla (V)	39	28	32	24	129
Çigdem (V)	22	16	5	2	57
Çiğdem (V)	57	50	20	12	166
Özge (V)	17	105	108	49	295
Özgül (V)	17	5	7	3	45
Özlem (V)	256	153	85	47	643
Öznur (V)	33	24	26	9	104
Ülkü (V)	13	7	15	8	49
Ümmü (V)	15	29	16	4	77
Ümmügülsüm (V)	25	29	13	6	80
Ümmühan (V)	14	12	16	7	55
Ümran (V)	13	23	18	5	64
İlayda (V)	0	1	6	20	32
İlknur (V)	9	10	9	3	33
İrem (V)	0	7	12	28	65
Şebnem (V)	8	10	20	14	54
Şefika (V)	4	11	1	3	27
Şenay (V)	13	12	9	2	45
Şerife (V)	47	58	48	18	206
Şevval (V)	2	3	15	45	81
Şeyda (V)	6	29	50	19	111
Şeyma (V)	38	91	134	82	363
Şirin (V)	19	11	14	8	58
Şuheda (V)	1	6	8	18	33
Şule (V)	23	29	53	29	140
Şüheda (V)	2	18	30	20	73
Şükran (V)	11	8	6	4	39
Šejla (V)	5	3	5	9	31
